----------------------------------------------------
       Curve Parameters       | Order | Generator  
  a = 9    b = 8    p = 17    | 16    |  (5, 12)   
  a = 10   b = 8    p = 17    | 15    |   (2, 6)   
  a = 11   b = 8    p = 17    | 24    |  (0, 12)   
  a = 12   b = 8    p = 17    | 15    |   (1, 2)   
  a = 13   b = 8    p = 17    | 14    |  (0, 12)   
  a = 14   b = 8    p = 17    | 16    |  (0, 12)   
  a = 15   b = 8    p = 17    | 19    |  (0, 12)   
  a = 16   b = 8    p = 17    | 24    |   (7, 2)   
  a = 0    b = 9    p = 17    | 18    |   (5, 7)   
  a = 1    b = 9    p = 17    | 25    |  (0, 14)   
  a = 2    b = 9    p = 17    | 21    |  (0, 14)   
  a = 4    b = 9    p = 17    | 18    |  (0, 14)   
  a = 5    b = 9    p = 17    | 20    | Not Cyclic 
  a = 6    b = 9    p = 17    | 13    |  (0, 14)   
  a = 7    b = 9    p = 17    | 22    |   (4, 4)   
  a = 8    b = 9    p = 17    | 24    | Not Cyclic 
  a = 9    b = 9    p = 17    | 16    |   (1, 6)   
  a = 10   b = 9    p = 17    | 15    |   (3, 7)   
  a = 11   b = 9    p = 17    | 24    |  (0, 14)   
  a = 12   b = 9    p = 17    | 15    |  (6, 12)   
  a = 13   b = 9    p = 17    | 14    |  (0, 14)   
  a = 14   b = 9    p = 17    | 16    |  (0, 14)   
  a = 15   b = 9    p = 17    | 19    |  (0, 14)   
  a = 16   b = 9    p = 17    | 24    |  (1, 14)   
  a = 0    b = 10   p = 17    | 18    |   (2, 1)   
  a = 1    b = 10   p = 17    | 12    | Not Cyclic 
  a = 2    b = 10   p = 17    | 12    |  (3, 14)   
  a = 3    b = 10   p = 17    | 14    |   (4, 1)   
  a = 4    b = 10   p = 17    | 17    |   (1, 7)   
  a = 5    b = 10   p = 17    | 23    |   (1, 4)   
  a = 6    b = 10   p = 17    | 20    |   (7, 2)   
  a = 7    b = 10   p = 17    | 16    | Not Cyclic 
  a = 8    b = 10   p = 17    | 22    |   (7, 1)   
  a = 9    b = 10   p = 17    | 18    |   (2, 6)   
  a = 10   b = 10   p = 17    | 21    |   (1, 2)   
  a = 12   b = 10   p = 17    | 12    |  (2, 12)   
  a = 13   b = 10   p = 17    | 15    |  (3, 12)   
  a = 14   b = 10   p = 17    | 21    |  (1, 12)   
  a = 15   b = 10   p = 17    | 11    |  (1, 14)   
  a = 16   b = 10   p = 17    | 20    |   (8, 2)   
  a = 0    b = 11   p = 17    | 18    |   (8, 8)   
  a = 1    b = 11   p = 17    | 20    |   (1, 8)   
  a = 2    b = 11   p = 17    | 11    |   (4, 7)   
  a = 3    b = 11   p = 17    | 21    |   (1, 7)   
  a = 4    b = 11   p = 17    | 15    |   (3, 4)   
  a = 5    b = 11   p = 17    | 12    |   (7, 7)   
  a = 7    b = 11   p = 17    | 21    |  (3, 12)   
  a = 8    b = 11   p = 17    | 18    |   (7, 6)   
  a = 9    b = 11   p = 17    | 22    |   (1, 2)   
  a = 10   b = 11   p = 17    | 16    | Not Cyclic 
  a = 11   b = 11   p = 17    | 20    |  (10, 4)   
  a = 12   b = 11   p = 17    | 23    |  (2, 14)   
  a = 13   b = 11   p = 17    | 17    |  (1, 12)   
  a = 14   b = 11   p = 17    | 14    |  (1, 14)   
  a = 15   b = 11   p = 17    | 12    |   (2, 7)   
  a = 16   b = 11   p = 17    | 12    | Not Cyclic 
  a = 0    b = 12   p = 17    | 18    |  (4, 12)   
  a = 1    b = 12   p = 17    | 15    |  (3, 12)   
  a = 2    b = 12   p = 17    | 18    |   (4, 4)   
  a = 3    b = 12   p = 17    | 23    |   (1, 4)   
  a = 4    b = 12   p = 17    | 12    | Not Cyclic 
  a = 5    b = 12   p = 17    | 21    |   (1, 1)   
  a = 6    b = 12   p = 17    | 21    |   (2, 7)   
  a = 7    b = 12   p = 17    | 20    |   (5, 6)   
  a = 8    b = 12   p = 17    | 12    |   (1, 2)   
  a = 9    b = 12   p = 17    | 11    |   (2, 2)   
  a = 11   b = 12   p = 17    | 16    | Not Cyclic 
  a = 12   b = 12   p = 17    | 14    |  (8, 12)   
  a = 13   b = 12   p = 17    | 20    |  (1, 14)   
  a = 14   b = 12   p = 17    | 12    |   (4, 8)   
  a = 15   b = 12   p = 17    | 22    |   (7, 1)   
  a = 16   b = 12   p = 17    | 17    |   (2, 1)   
  a = 0    b = 13   p = 17    | 18    |   (2, 2)   
  a = 1    b = 13   p = 17    | 14    |   (0, 8)   
  a = 2    b = 13   p = 17    | 16    |   (1, 4)   
  a = 3    b = 13   p = 17    | 20    | Not Cyclic 
  a = 4    b = 13   p = 17    | 25    |   (0, 8)   
  a = 5    b = 13   p = 17    | 16    |   (0, 8)   
  a = 6    b = 13   p = 17    | 15    |   (4, 4)   
  a = 7    b = 13   p = 17    | 13    |   (0, 8)   
  a = 8    b = 13   p = 17    | 21    |   (0, 8)   
  a = 9    b = 13   p = 17    | 19    |   (0, 8)   
  a = 10   b = 13   p = 17    | 24    |   (0, 8)   
  a = 11   b = 13   p = 17    | 22    |  (1, 12)   
  a = 13   b = 13   p = 17    | 24    |  (11, 12)  
  a = 14   b = 13   p = 17    | 15    |   (2, 7)   
  a = 15   b = 13   p = 17    | 24    | Not Cyclic 
  a = 16   b = 13   p = 17    | 18    |   (0, 8)   
  a = 0    b = 14   p = 17    | 18    |   (1, 7)   
  a = 1    b = 14   p = 17    | 17    |   (1, 4)   
  a = 2    b = 14   p = 17    | 22    |   (4, 1)   
  a = 3    b = 14   p = 17    | 12    |   (1, 1)   
  a = 4    b = 14   p = 17    | 20    |  (4, 14)   
  a = 5    b = 14   p = 17    | 14    |   (2, 7)   
  a = 6    b = 14   p = 17    | 16    | Not Cyclic 
  a = 8    b = 14   p = 17    | 11    |   (2, 2)   
  a = 9    b = 14   p = 17    | 12    |  (10, 4)   
  a = 10   b = 14   p = 17    | 20    |   (4, 4)   
  a = 11   b = 14   p = 17    | 21    |  (1, 14)   
  a = 12   b = 14   p = 17    | 21    |  (3, 14)   
  a = 13   b = 14   p = 17    | 12    | Not Cyclic 
  a = 14   b = 14   p = 17    | 23    |   (2, 4)   
  a = 15   b = 14   p = 17    | 18    |   (1, 8)   
  a = 16   b = 14   p = 17    | 15    |   (5, 7)   
  a = 0    b = 15   p = 17    | 18    |  (3, 12)   
  a = 1    b = 15   p = 17    | 24    |   (4, 7)   
  a = 2    b = 15   p = 17    | 19    |   (0, 7)   
  a = 3    b = 15   p = 17    | 16    |   (0, 7)   
  a = 4    b = 15   p = 17    | 14    |   (0, 7)   
  a = 5    b = 15   p = 17    | 15    |   (1, 2)   
  a = 6    b = 15   p = 17    | 24    |   (0, 7)   
  a = 7    b = 15   p = 17    | 15    |   (6, 1)   
  a = 8    b = 15   p = 17    | 16    |   (3, 7)   
  a = 9    b = 15   p = 17    | 24    | Not Cyclic 
  a = 10   b = 15   p = 17    | 22    |  (1, 14)   
  a = 11   b = 15   p = 17    | 13    |   (0, 7)   
  a = 12   b = 15   p = 17    | 20    | Not Cyclic 
  a = 13   b = 15   p = 17    | 18    |   (0, 7)   
  a = 15   b = 15   p = 17    | 21    |   (0, 7)   
  a = 16   b = 15   p = 17    | 25    |   (0, 7)   
  a = 0    b = 16   p = 17    | 18    |   (7, 6)   
  a = 1    b = 16   p = 17    | 18    |   (0, 4)   
  a = 2    b = 16   p = 17    | 24    | Not Cyclic 
  a = 3    b = 16   p = 17    | 15    |   (3, 1)   
  a = 4    b = 16   p = 17    | 24    |   (1, 2)   
  a = 6    b = 16   p = 17    | 22    |   (2, 6)   
  a = 7    b = 16   p = 17    | 24    |   (0, 4)   
  a = 8    b = 16   p = 17    | 19    |   (0, 4)   
  a = 9    b = 16   p = 17    | 21    |   (0, 4)   
  a = 10   b = 16   p = 17    | 13    |   (0, 4)   
  a = 11   b = 16   p = 17    | 15    |  (5, 14)   
  a = 12   b = 16   p = 17    | 16    |   (0, 4)   
  a = 13   b = 16   p = 17    | 25    |   (0, 4)   
  a = 14   b = 16   p = 17    | 20    | Not Cyclic 
  a = 15   b = 16   p = 17    | 16    |   (4, 2)   
  a = 16   b = 16   p = 17    | 14    |   (0, 4)   
  a = 1    b = 0    p = 19    | 20    |   (3, 7)   
  a = 2    b = 0    p = 19    | 20    | Not Cyclic 
  a = 3    b = 0    p = 19    | 20    | Not Cyclic 
  a = 4    b = 0    p = 19    | 20    |   (3, 1)   
  a = 5    b = 0    p = 19    | 20    |  (3, 17)   
  a = 6    b = 0    p = 19    | 20    |   (2, 1)   
  a = 7    b = 0    p = 19    | 20    |  (10, 5)   
  a = 8    b = 0    p = 19    | 20    | Not Cyclic 
  a = 9    b = 0    p = 19    | 20    |  (2, 11)   
  a = 10   b = 0    p = 19    | 20    | Not Cyclic 
  a = 11   b = 0    p = 19    | 20    |   (2, 7)   
  a = 12   b = 0    p = 19    | 20    | Not Cyclic 
  a = 13   b = 0    p = 19    | 20    | Not Cyclic 
  a = 14   b = 0    p = 19    | 20    | Not Cyclic 
  a = 15   b = 0    p = 19    | 20    | Not Cyclic 
  a = 16   b = 0    p = 19    | 20    |  (10, 1)   
  a = 17   b = 0    p = 19    | 20    |  (2, 17)   
  a = 18   b = 0    p = 19    | 20    | Not Cyclic 
  a = 0    b = 1    p = 19    | 12    | Not Cyclic 
  a = 1    b = 1    p = 19    | 21    |   (0, 1)   
  a = 2    b = 1    p = 19    | 27    |   (4, 4)   
  a = 3    b = 1    p = 19    | 27    |   (1, 9)   
  a = 4    b = 1    p = 19    | 18    |   (0, 1)   
  a = 5    b = 1    p = 19    | 16    | Not Cyclic 
  a = 6    b = 1    p = 19    | 18    |   (0, 1)   
  a = 7    b = 1    p = 19    | 21    |   (0, 1)   
  a = 8    b = 1    p = 19    | 22    |  (8, 11)   
  a = 9    b = 1    p = 19    | 18    |   (0, 1)   
  a = 10   b = 1    p = 19    | 25    |   (0, 1)   
  a = 11   b = 1    p = 19    | 21    |   (0, 1)   
  a = 12   b = 1    p = 19    | 22    |  (3, 11)   
  a = 13   b = 1    p = 19    | 25    |   (0, 1)   
  a = 14   b = 1    p = 19    | 27    |   (1, 4)   
  a = 15   b = 1    p = 19    | 25    |   (0, 1)   
  a = 16   b = 1    p = 19    | 16    | Not Cyclic 
  a = 17   b = 1    p = 19    | 16    | Not Cyclic 
  a = 18   b = 1    p = 19    | 22    |  (2, 11)   
  a = 0    b = 2    p = 19    | 13    |  (4, 16)   
  a = 1    b = 2    p = 19    | 12    |  (14, 9)   
  a = 2    b = 2    p = 19    | 24    |   (3, 4)   
  a = 3    b = 2    p = 19    | 24    |   (2, 4)   
  a = 4    b = 2    p = 19    | 25    |  (1, 11)   
  a = 6    b = 2    p = 19    | 25    |  (1, 16)   
  a = 7    b = 2    p = 19    | 12    |   (2, 9)   
  a = 8    b = 2    p = 19    | 14    |   (1, 7)   
  a = 9    b = 2    p = 19    | 25    |  (2, 16)   
  a = 10   b = 2    p = 19    | 20    |   (4, 7)   
  a = 11   b = 2    p = 19    | 12    |   (3, 9)   
  a = 12   b = 2    p = 19    | 14    |   (6, 9)   
  a = 13   b = 2    p = 19    | 20    |  (4, 17)   
  a = 14   b = 2    p = 19    | 24    |   (1, 6)   
  a = 15   b = 2    p = 19    | 20    |  (6, 17)   
  a = 18   b = 2    p = 19    | 14    |  (3, 11)   
  a = 0    b = 3    p = 19    | 13    |  (1, 17)   
  a = 2    b = 3    p = 19    | 20    |   (1, 5)   
  a = 3    b = 3    p = 19    | 20    |  (1, 11)   
  a = 4    b = 3    p = 19    | 12    |  (4, 11)   
  a = 5    b = 3    p = 19    | 25    |  (3, 11)   
  a = 6    b = 3    p = 19    | 12    |  (9, 11)   
  a = 8    b = 3    p = 19    | 24    |   (3, 4)   
  a = 9    b = 3    p = 19    | 12    |  (6, 11)   
  a = 10   b = 3    p = 19    | 14    |  (5, 11)   
  a = 12   b = 3    p = 19    | 24    |   (2, 4)   
  a = 13   b = 3    p = 19    | 14    |   (1, 6)   
  a = 14   b = 3    p = 19    | 20    |   (2, 1)   
  a = 15   b = 3    p = 19    | 14    |  (11, 6)   
  a = 16   b = 3    p = 19    | 25    |   (1, 1)   
  a = 17   b = 3    p = 19    | 25    |  (2, 11)   
  a = 18   b = 3    p = 19    | 24    |  (6, 17)   
  a = 0    b = 4    p = 19    | 21    |   (4, 7)   
  a = 1    b = 4    p = 19    | 19    |  (0, 17)   
  a = 2    b = 4    p = 19    | 24    | Not Cyclic 
  a = 3    b = 4    p = 19    | 24    | Not Cyclic 
  a = 4    b = 4    p = 19    | 26    |   (6, 4)   
  a = 5    b = 4    p = 19    | 18    |  (0, 17)   
  a = 6    b = 4    p = 19    | 26    |   (1, 7)   
  a = 7    b = 4    p = 19    | 19    |  (0, 17)   
  a = 8    b = 4    p = 19    | 23    |  (0, 17)   
  a = 9    b = 4    p = 19    | 26    |   (2, 7)   
  a = 10   b = 4    p = 19    | 16    |  (3, 17)   
  a = 11   b = 4    p = 19    | 19    |  (0, 17)   
  a = 12   b = 4    p = 19    | 23    |  (0, 17)   
  a = 13   b = 4    p = 19    | 16    |   (4, 5)   
  a = 14   b = 4    p = 19    | 24    | Not Cyclic 
  a = 15   b = 4    p = 19    | 16    |  (2, 17)   
  a = 16   b = 4    p = 19    | 18    |  (0, 17)   
  a = 17   b = 4    p = 19    | 18    |  (0, 17)   
  a = 18   b = 4    p = 19    | 23    |  (0, 17)   
  a = 0    b = 5    p = 19    | 27    | Not Cyclic 
  a = 1    b = 5    p = 19    | 15    |   (0, 9)   
  a = 2    b = 5    p = 19    | 26    |   (2, 6)   
  a = 3    b = 5    p = 19    | 26    |  (1, 16)   
  a = 5    b = 5    p = 19    | 28    |   (0, 9)   
  a = 7    b = 5    p = 19    | 15    |   (0, 9)   
  a = 8    b = 5    p = 19    | 20    |   (0, 9)   
  a = 10   b = 5    p = 19    | 16    |   (0, 9)   
  a = 11   b = 5    p = 19    | 15    |   (0, 9)   
  a = 12   b = 5    p = 19    | 20    |   (0, 9)   
  a = 13   b = 5    p = 19    | 16    |   (0, 9)   
  a = 14   b = 5    p = 19    | 26    |   (3, 6)   
  a = 15   b = 5    p = 19    | 16    |   (0, 9)   
  a = 16   b = 5    p = 19    | 28    |   (0, 9)   
  a = 17   b = 5    p = 19    | 28    |   (0, 9)   
  a = 18   b = 5    p = 19    | 20    |   (0, 9)   
  a = 0    b = 6    p = 19    | 21    |  (1, 11)   
  a = 1    b = 6    p = 19    | 18    |   (0, 5)   
  a = 2    b = 6    p = 19    | 16    |  (1, 16)   
  a = 3    b = 6    p = 19    | 16    |   (2, 1)   
  a = 4    b = 6    p = 19    | 19    |   (0, 5)   
  a = 5    b = 6    p = 19    | 26    |   (2, 9)   
  a = 6    b = 6    p = 19    | 19    |   (0, 5)   
  a = 7    b = 6    p = 19    | 18    |   (0, 5)   
  a = 8    b = 6    p = 19    | 24    | Not Cyclic 
  a = 9    b = 6    p = 19    | 19    |   (0, 5)   
  a = 10   b = 6    p = 19    | 23    |   (0, 5)   
  a = 11   b = 6    p = 19    | 18    |   (0, 5)   
  a = 12   b = 6    p = 19    | 24    | Not Cyclic 
  a = 13   b = 6    p = 19    | 23    |   (0, 5)   
  a = 14   b = 6    p = 19    | 16    |   (9, 5)   
  a = 15   b = 6    p = 19    | 23    |   (0, 5)   
  a = 16   b = 6    p = 19    | 26    |  (1, 17)   
  a = 17   b = 6    p = 19    | 26    |   (1, 9)   
  a = 18   b = 6    p = 19    | 24    | Not Cyclic 
  a = 0    b = 7    p = 19    | 12    | Not Cyclic 
  a = 1    b = 7    p = 19    | 18    |  (0, 11)   
  a = 2    b = 7    p = 19    | 22    |  (5, 16)   
  a = 3    b = 7    p = 19    | 22    |   (3, 9)   
  a = 4    b = 7    p = 19    | 16    | Not Cyclic 
  a = 5    b = 7    p = 19    | 21    |  (0, 11)   
  a = 6    b = 7    p = 19    | 16    | Not Cyclic 
  a = 7    b = 7    p = 19    | 18    |  (0, 11)   
  a = 8    b = 7    p = 19    | 25    |  (0, 11)   
  a = 9    b = 7    p = 19    | 16    | Not Cyclic 
  a = 10   b = 7    p = 19    | 27    |  (3, 11)   
  a = 11   b = 7    p = 19    | 18    |  (0, 11)   
  a = 12   b = 7    p = 19    | 25    |  (0, 11)   
  a = 13   b = 7    p = 19    | 27    |  (5, 11)   
  a = 14   b = 7    p = 19    | 22    |   (2, 9)   
  a = 15   b = 7    p = 19    | 27    |  (1, 17)   
  a = 16   b = 7    p = 19    | 21    |  (0, 11)   
  a = 17   b = 7    p = 19    | 21    |  (0, 11)   
  a = 18   b = 7    p = 19    | 25    |  (0, 11)   
  a = 0    b = 8    p = 19    | 28    | Not Cyclic 
  a = 1    b = 8    p = 19    | 24    | Not Cyclic 
  a = 2    b = 8    p = 19    | 15    |   (1, 7)   
  a = 3    b = 8    p = 19    | 15    |   (7, 7)   
  a = 4    b = 8    p = 19    | 19    |   (2, 9)   
  a = 5    b = 8    p = 19    | 22    |   (4, 4)   
  a = 6    b = 8    p = 19    | 19    |  (2, 16)   
  a = 7    b = 8    p = 19    | 24    | Not Cyclic 
  a = 8    b = 8    p = 19    | 13    |   (1, 6)   
  a = 9    b = 8    p = 19    | 19    |   (3, 9)   
  a = 10   b = 8    p = 19    | 18    | Not Cyclic 
  a = 11   b = 8    p = 19    | 24    | Not Cyclic 
  a = 12   b = 8    p = 19    | 13    |   (4, 5)   
  a = 13   b = 8    p = 19    | 18    | Not Cyclic 
  a = 14   b = 8    p = 19    | 15    |  (6, 17)   
  a = 15   b = 8    p = 19    | 18    | Not Cyclic 
  a = 16   b = 8    p = 19    | 22    |   (6, 4)   
  a = 17   b = 8    p = 19    | 22    |  (1, 11)   
  a = 18   b = 8    p = 19    | 13    |   (4, 7)   
  a = 0    b = 9    p = 19    | 21    |   (2, 6)   
  a = 1    b = 9    p = 19    | 26    |   (1, 7)   
  a = 2    b = 9    p = 19    | 23    |  (0, 16)   
  a = 3    b = 9    p = 19    | 23    |  (0, 16)   
  a = 4    b = 9    p = 19    | 18    |  (0, 16)   
  a = 5    b = 9    p = 19    | 19    |  (0, 16)   
  a = 6    b = 9    p = 19    | 18    |  (0, 16)   
  a = 7    b = 9    p = 19    | 26    |   (5, 6)   
  a = 8    b = 9    p = 19    | 16    |  (7, 16)   
  a = 9    b = 9    p = 19    | 18    |  (0, 16)   
  a = 10   b = 9    p = 19    | 24    | Not Cyclic 
  a = 11   b = 9    p = 19    | 26    |   (7, 7)   
  a = 12   b = 9    p = 19    | 16    |  (5, 17)   
  a = 13   b = 9    p = 19    | 24    | Not Cyclic 
  a = 14   b = 9    p = 19    | 23    |  (0, 16)   
  a = 15   b = 9    p = 19    | 24    | Not Cyclic 
  a = 16   b = 9    p = 19    | 19    |  (0, 16)   
  a = 17   b = 9    p = 19    | 19    |  (0, 16)   
  a = 18   b = 9    p = 19    | 16    |  (1, 16)   
  a = 0    b = 10   p = 19    | 19    |   (1, 7)   
  a = 1    b = 10   p = 19    | 14    |  (6, 17)   
  a = 2    b = 10   p = 19    | 17    |   (3, 9)   
  a = 3    b = 10   p = 19    | 17    |   (2, 9)   
  a = 4    b = 10   p = 19    | 22    |   (3, 7)   
  a = 5    b = 10   p = 19    | 21    |   (1, 4)   
  a = 6    b = 10   p = 19    | 22    |   (1, 6)   
  a = 7    b = 10   p = 19    | 14    |  (9, 17)   
  a = 8    b = 10   p = 19    | 24    |  (3, 17)   
  a = 9    b = 10   p = 19    | 22    |   (1, 1)   
  a = 10   b = 10   p = 19    | 16    | Not Cyclic 
  a = 11   b = 10   p = 19    | 14    |  (4, 17)   
  a = 12   b = 10   p = 19    | 24    |  (2, 17)   
  a = 13   b = 10   p = 19    | 16    | Not Cyclic 
  a = 14   b = 10   p = 19    | 17    |   (1, 5)   
  a = 15   b = 10   p = 19    | 16    | Not Cyclic 
  a = 16   b = 10   p = 19    | 21    |   (5, 5)   
  a = 17   b = 10   p = 19    | 21    |  (1, 16)   
  a = 18   b = 10   p = 19    | 24    |   (2, 4)   
  a = 0    b = 11   p = 19    | 12    | Not Cyclic 
  a = 1    b = 11   p = 19    | 16    | Not Cyclic 
  a = 2    b = 11   p = 19    | 25    |   (0, 7)   
  a = 3    b = 11   p = 19    | 25    |   (0, 7)   
  a = 4    b = 11   p = 19    | 21    |   (0, 7)   
  a = 5    b = 11   p = 19    | 18    |   (0, 7)   
  a = 6    b = 11   p = 19    | 21    |   (0, 7)   
  a = 7    b = 11   p = 19    | 16    | Not Cyclic 
  a = 8    b = 11   p = 19    | 27    |   (1, 1)   
  a = 9    b = 11   p = 19    | 21    |   (0, 7)   
  a = 10   b = 11   p = 19    | 22    |   (2, 1)   
  a = 11   b = 11   p = 19    | 16    | Not Cyclic 
  a = 12   b = 11   p = 19    | 27    |   (1, 9)   
  a = 13   b = 11   p = 19    | 22    |   (1, 5)   
  a = 14   b = 11   p = 19    | 25    |   (0, 7)   
  a = 15   b = 11   p = 19    | 22    |  (3, 11)   
  a = 16   b = 11   p = 19    | 18    |   (0, 7)   
  a = 17   b = 11   p = 19    | 18    |   (0, 7)   
  a = 18   b = 11   p = 19    | 27    |   (1, 7)   
  a = 0    b = 12   p = 19    | 28    | Not Cyclic 
  a = 1    b = 12   p = 19    | 22    |  (3, 17)   
  a = 2    b = 12   p = 19    | 18    | Not Cyclic 
  a = 3    b = 12   p = 19    | 18    | Not Cyclic 
  a = 4    b = 12   p = 19    | 24    | Not Cyclic 
  a = 5    b = 12   p = 19    | 19    |   (2, 7)   
  a = 6    b = 12   p = 19    | 24    | Not Cyclic 
  a = 7    b = 12   p = 19    | 22    |   (1, 1)   
  a = 8    b = 12   p = 19    | 15    |   (2, 6)   
  a = 9    b = 12   p = 19    | 24    | Not Cyclic 
  a = 10   b = 12   p = 19    | 13    |  (1, 17)   
  a = 11   b = 12   p = 19    | 22    |   (1, 9)   
  a = 12   b = 12   p = 19    | 15    |   (1, 5)   
  a = 13   b = 12   p = 19    | 13    |  (1, 11)   
  a = 14   b = 12   p = 19    | 18    | Not Cyclic 
  a = 15   b = 12   p = 19    | 13    |  (1, 16)   
  a = 16   b = 12   p = 19    | 19    |   (3, 7)   
  a = 17   b = 12   p = 19    | 19    |   (1, 7)   
  a = 18   b = 12   p = 19    | 15    |   (3, 6)   
  a = 0    b = 13   p = 19    | 19    |   (4, 1)   
  a = 1    b = 13   p = 19    | 22    |  (2, 17)   
  a = 2    b = 13   p = 19    | 24    |   (2, 5)   
  a = 3    b = 13   p = 19    | 24    |   (1, 6)   
  a = 4    b = 13   p = 19    | 21    |   (4, 6)   
  a = 5    b = 13   p = 19    | 14    |   (3, 6)   
  a = 6    b = 13   p = 19    | 21    |   (1, 1)   
  a = 7    b = 13   p = 19    | 22    |  (3, 17)   
  a = 8    b = 13   p = 19    | 16    | Not Cyclic 
  a = 9    b = 13   p = 19    | 21    |  (1, 17)   
  a = 10   b = 13   p = 19    | 17    |   (1, 9)   
  a = 11   b = 13   p = 19    | 22    |  (4, 11)   
  a = 12   b = 13   p = 19    | 16    | Not Cyclic 
  a = 13   b = 13   p = 19    | 17    |  (2, 16)   
  a = 14   b = 13   p = 19    | 24    |   (3, 5)   
  a = 15   b = 13   p = 19    | 17    |  (3, 16)   
  a = 16   b = 13   p = 19    | 14    |  (5, 16)   
  a = 17   b = 13   p = 19    | 14    |   (2, 6)   
  a = 18   b = 13   p = 19    | 16    | Not Cyclic 
  a = 0    b = 14   p = 19    | 13    |   (5, 5)   
  a = 1    b = 14   p = 19    | 25    |   (1, 4)   
  a = 2    b = 14   p = 19    | 14    |   (5, 4)   
  a = 3    b = 14   p = 19    | 14    |   (6, 1)   
  a = 5    b = 14   p = 19    | 12    |   (1, 1)   
  a = 7    b = 14   p = 19    | 25    |   (2, 6)   
  a = 8    b = 14   p = 19    | 20    |  (10, 7)   
  a = 10   b = 14   p = 19    | 24    |   (1, 5)   
